Age,Annual Income (LPA),Borrowed Amount (LPA),Credit Score,Loan Tenure (months),Employment Status,Existing Loans,Marital Status,Education Level,Predicted Repayment Probability (%),Loan Eligibility
39,7.44,1.0,663,70,0,2,0,1,16.63,❌ Unlikely to Get Loan
59,1.0,1.44,727,209,1,2,1,1,14.77,❌ Unlikely to Get Loan
39,16.86,21.61,686,230,0,1,0,1,8.76,❌ Unlikely to Get Loan
55,6.27,6.67,660,96,1,2,1,1,12.77,❌ Unlikely to Get Loan
56,1.0,1.31,611,50,0,1,0,1,12.98,❌ Unlikely to Get Loan
25,2.25,1.0,612,204,1,0,0,1,11.67,❌ Unlikely to Get Loan
31,1.0,1.0,731,100,0,2,1,1,17.34,❌ Unlikely to Get Loan
26,17.88,3.84,665,100,0,1,0,1,19.22,❌ Unlikely to Get Loan
45,5.66,7.89,683,34,0,1,1,1,15.26,❌ Unlikely to Get Loan
32,10.67,6.0,843,159,1,1,0,2,23.61,❌ Unlikely to Get Loan
36,12.57,17.61,583,127,0,0,1,1,7.06,❌ Unlikely to Get Loan
35,2.96,2.29,634,219,0,1,1,1,11.25,❌ Unlikely to Get Loan
62,1.0,1.11,836,170,-1,1,1,0,21.86,❌ Unlikely to Get Loan
63,10.01,11.55,681,163,1,2,0,1,11.36,❌ Unlikely to Get Loan
21,21.68,11.41,694,44,0,0,0,1,20.19,❌ Unlikely to Get Loan
54,7.63,5.63,893,19,0,1,0,0,27.42,❌ Unlikely to Get Loan
54,27.35,37.23,900,57,1,2,1,1,17.48,❌ Unlikely to Get Loan
65,9.02,10.81,823,111,1,1,1,1,20.35,❌ Unlikely to Get Loan
60,3.51,3.13,655,156,1,2,1,2,12.42,❌ Unlikely to Get Loan
51,7.27,4.9,730,184,0,0,1,1,17.7,❌ Unlikely to Get Loan
30,1.0,1.47,548,84,0,1,0,2,9.44,❌ Unlikely to Get Loan
29,15.59,2.46,710,34,0,2,1,1,21.72,❌ Unlikely to Get Loan
64,9.49,11.15,730,23,0,0,1,1,18.34,❌ Unlikely to Get Loan
26,5.74,5.28,675,191,0,3,0,1,11.42,❌ Unlikely to Get Loan
50,24.5,34.17,703,75,0,2,1,0,7.78,❌ Unlikely to Get Loan
41,7.38,8.42,873,24,1,0,1,1,26.04,❌ Unlikely to Get Loan
49,18.31,5.56,671,28,0,2,1,0,19.02,❌ Unlikely to Get Loan
46,10.83,13.03,716,98,0,1,1,2,15.13,❌ Unlikely to Get Loan
55,19.02,10.58,715,71,0,0,0,1,20.16,❌ Unlikely to Get Loan
43,14.5,8.37,765,58,1,1,1,2,21.77,❌ Unlikely to Get Loan
45,16.13,12.64,695,38,0,0,1,1,17.88,❌ Unlikely to Get Loan
54,8.13,8.04,681,202,-1,1,1,1,12.82,❌ Unlikely to Get Loan
29,13.72,1.6,798,122,1,2,0,1,24.12,❌ Unlikely to Get Loan
65,8.9,12.8,676,231,0,1,1,0,9.66,❌ Unlikely to Get Loan
28,2.1,2.07,658,154,1,4,0,1,10.64,❌ Unlikely to Get Loan
53,3.74,2.53,722,200,0,0,1,0,16.76,❌ Unlikely to Get Loan
40,7.71,7.85,696,112,0,2,1,2,14.48,❌ Unlikely to Get Loan
37,13.6,14.33,689,168,0,3,1,2,10.98,❌ Unlikely to Get Loan
36,16.48,2.1,778,169,0,0,1,2,25.07,❌ Unlikely to Get Loan
35,19.89,4.87,636,186,0,1,1,2,16.6,❌ Unlikely to Get Loan
33,24.69,21.79,612,53,0,1,1,1,10.99,❌ Unlikely to Get Loan
25,6.69,4.48,747,33,0,1,1,1,20.52,❌ Unlikely to Get Loan
58,23.07,17.52,765,186,0,0,1,2,18.71,❌ Unlikely to Get Loan
34,2.61,1.03,711,200,-1,4,1,2,13.46,❌ Unlikely to Get Loan
38,12.43,17.55,589,49,0,0,1,1,8.79,❌ Unlikely to Get Loan
54,2.49,1.47,900,183,0,1,1,1,25.29,❌ Unlikely to Get Loan
31,6.26,1.14,746,68,-1,2,1,1,20.44,❌ Unlikely to Get Loan
54,1.0,1.0,742,175,1,1,1,2,17.51,❌ Unlikely to Get Loan
61,12.13,11.09,585,188,0,0,1,2,9.23,❌ Unlikely to Get Loan
36,5.05,4.62,657,90,0,0,0,2,15.44,❌ Unlikely to Get Loan
60,7.11,1.43,752,81,0,2,1,2,20.72,❌ Unlikely to Get Loan
42,6.95,8.19,761,81,-1,1,1,1,18.6,❌ Unlikely to Get Loan
55,7.58,4.3,651,17,0,1,1,2,16.59,❌ Unlikely to Get Loan
44,17.35,24.88,890,199,0,1,1,2,18.25,❌ Unlikely to Get Loan
38,21.41,20.79,749,124,0,1,1,2,16.05,❌ Unlikely to Get Loan
22,2.11,2.2,640,182,-1,1,0,1,12.04,❌ Unlikely to Get Loan
37,11.96,10.97,631,101,1,2,1,1,11.09,❌ Unlikely to Get Loan
54,14.35,10.52,619,46,1,0,1,2,14.54,❌ Unlikely to Get Loan
21,12.1,6.96,594,178,1,0,0,1,11.65,❌ Unlikely to Get Loan
44,28.97,9.34,696,123,1,0,1,2,22.43,❌ Unlikely to Get Loan
47,10.2,9.84,730,207,0,1,1,1,14.93,❌ Unlikely to Get Loan
34,1.66,2.48,854,27,0,1,0,1,25.15,❌ Unlikely to Get Loan
60,7.25,4.89,774,161,1,4,1,1,16.57,❌ Unlikely to Get Loan
22,13.41,5.96,818,123,-1,3,0,1,22.08,❌ Unlikely to Get Loan
31,15.31,18.63,649,221,0,1,1,2,8.32,❌ Unlikely to Get Loan
52,8.53,12.02,736,70,0,3,1,2,14.53,❌ Unlikely to Get Loan
25,13.28,19.65,700,56,0,1,1,1,12.53,❌ Unlikely to Get Loan
46,23.63,30.64,584,144,0,0,0,2,4.27,❌ Unlikely to Get Loan
58,27.35,22.23,763,84,0,2,1,2,17.81,❌ Unlikely to Get Loan
27,22.48,29.1,811,150,0,2,0,1,13.77,❌ Unlikely to Get Loan
55,20.55,4.17,644,47,0,4,0,2,17.31,❌ Unlikely to Get Loan
48,17.82,21.95,819,210,1,0,0,0,16.49,❌ Unlikely to Get Loan
32,10.73,2.5,745,66,1,0,1,1,22.96,❌ Unlikely to Get Loan
45,11.2,10.66,677,53,0,0,0,2,16.19,❌ Unlikely to Get Loan
55,19.32,10.99,765,184,0,2,1,2,18.87,❌ Unlikely to Get Loan
51,19.16,16.95,850,70,0,1,1,1,22.93,❌ Unlikely to Get Loan
34,16.11,8.5,888,44,0,1,1,1,28.46,❌ Unlikely to Get Loan
62,20.44,3.68,718,87,0,1,1,1,22.98,❌ Unlikely to Get Loan
50,1.0,1.21,811,82,-1,3,1,1,20.64,❌ Unlikely to Get Loan
59,14.85,4.01,860,44,1,2,0,2,27.99,❌ Unlikely to Get Loan
42,1.78,1.72,705,152,1,0,0,2,16.91,❌ Unlikely to Get Loan
53,9.95,5.2,751,96,0,2,1,1,19.3,❌ Unlikely to Get Loan
50,11.75,11.55,526,85,1,0,0,0,7.36,❌ Unlikely to Get Loan
64,9.23,6.43,627,66,0,0,1,1,14.67,❌ Unlikely to Get Loan
44,5.55,7.36,702,124,1,1,1,2,14.91,❌ Unlikely to Get Loan
43,18.73,20.94,545,182,1,0,1,1,4.51,❌ Unlikely to Get Loan
28,16.54,7.4,643,94,1,0,0,1,16.9,❌ Unlikely to Get Loan
21,21.83,31.66,828,157,0,0,0,1,14.85,❌ Unlikely to Get Loan
25,9.47,4.32,699,83,0,1,0,1,18.17,❌ Unlikely to Get Loan
33,11.05,3.54,832,119,0,1,1,2,25.24,❌ Unlikely to Get Loan
52,32.96,40.0,762,216,0,0,1,2,10.31,❌ Unlikely to Get Loan
45,9.25,2.0,561,90,0,1,0,0,12.0,❌ Unlikely to Get Loan
60,1.0,1.0,622,154,1,2,1,0,10.59,❌ Unlikely to Get Loan
45,18.93,18.66,701,65,-1,0,1,1,15.72,❌ Unlikely to Get Loan
63,19.74,28.33,745,22,0,0,1,1,14.13,❌ Unlikely to Get Loan
26,21.2,10.72,732,221,0,2,0,1,17.12,❌ Unlikely to Get Loan
32,20.61,21.02,668,17,0,2,1,2,12.75,❌ Unlikely to Get Loan
36,4.83,1.0,672,98,0,0,1,2,17.78,❌ Unlikely to Get Loan
62,17.46,19.22,754,71,0,1,0,1,16.4,❌ Unlikely to Get Loan
46,16.01,22.13,554,130,1,1,1,1,3.51,❌ Unlikely to Get Loan
63,17.57,5.74,604,213,0,1,1,1,13.01,❌ Unlikely to Get Loan
46,11.06,13.16,744,216,0,0,1,2,15.25,❌ Unlikely to Get Loan
42,20.37,16.31,645,104,0,1,1,0,12.67,❌ Unlikely to Get Loan
47,16.07,15.08,737,172,0,2,1,0,14.19,❌ Unlikely to Get Loan
36,14.92,16.23,713,228,0,1,0,0,11.91,❌ Unlikely to Get Loan
29,8.16,8.87,508,209,0,0,0,2,4.82,❌ Unlikely to Get Loan
32,18.62,14.26,621,68,1,0,1,1,13.67,❌ Unlikely to Get Loan
23,10.98,8.16,790,12,-1,1,0,2,22.91,❌ Unlikely to Get Loan
34,14.16,7.19,631,208,0,2,1,1,11.75,❌ Unlikely to Get Loan
34,11.37,3.73,835,240,0,2,1,0,21.8,❌ Unlikely to Get Loan
39,18.16,23.48,605,165,0,1,1,1,5.52,❌ Unlikely to Get Loan
43,13.31,16.73,874,59,0,0,1,2,23.62,❌ Unlikely to Get Loan
45,4.57,5.95,665,180,0,0,0,2,13.32,❌ Unlikely to Get Loan
40,19.73,28.91,775,168,1,1,0,2,11.86,❌ Unlikely to Get Loan
30,18.68,11.23,770,73,-1,1,0,1,21.62,❌ Unlikely to Get Loan
41,15.7,11.35,856,54,0,0,1,0,25.83,❌ Unlikely to Get Loan
27,13.96,19.35,722,59,-1,1,0,1,13.95,❌ Unlikely to Get Loan
34,5.59,2.05,767,88,0,2,1,2,20.59,❌ Unlikely to Get Loan
29,12.33,11.62,655,197,0,1,0,1,11.24,❌ Unlikely to Get Loan
53,6.62,7.03,680,99,0,1,1,2,14.84,❌ Unlikely to Get Loan
21,16.01,18.41,643,75,1,1,0,2,11.0,❌ Unlikely to Get Loan
36,17.66,22.54,652,230,0,1,1,1,6.94,❌ Unlikely to Get Loan
56,20.98,9.82,418,105,0,2,1,1,4.06,❌ Unlikely to Get Loan
63,13.22,12.41,682,22,1,1,1,1,15.65,❌ Unlikely to Get Loan
31,16.05,22.65,699,135,1,1,0,1,10.35,❌ Unlikely to Get Loan
44,9.25,12.58,544,189,0,1,0,2,4.57,❌ Unlikely to Get Loan
25,2.78,2.58,796,88,0,0,1,1,22.45,❌ Unlikely to Get Loan
25,7.05,3.39,621,76,0,2,0,1,13.17,❌ Unlikely to Get Loan
46,16.99,14.27,704,205,0,2,0,2,13.04,❌ Unlikely to Get Loan
30,9.83,5.87,777,189,0,1,0,2,19.63,❌ Unlikely to Get Loan
36,1.0,1.06,659,189,0,0,0,1,13.86,❌ Unlikely to Get Loan
50,11.45,10.46,712,196,0,2,1,2,13.65,❌ Unlikely to Get Loan
62,9.4,2.93,702,177,-1,2,1,2,16.54,❌ Unlikely to Get Loan
26,10.65,7.03,724,34,0,2,0,1,18.47,❌ Unlikely to Get Loan
42,15.47,22.15,713,194,0,1,1,2,10.29,❌ Unlikely to Get Loan
21,28.57,34.48,687,225,0,1,0,1,6.57,❌ Unlikely to Get Loan
38,2.96,2.02,605,72,0,1,1,1,12.68,❌ Unlikely to Get Loan
37,23.89,31.29,824,190,0,0,1,2,15.14,❌ Unlikely to Get Loan
38,12.76,9.87,712,151,0,0,1,2,17.08,❌ Unlikely to Get Loan
55,20.94,16.45,660,82,-1,1,1,1,14.19,❌ Unlikely to Get Loan
39,15.3,19.03,557,162,0,1,1,1,4.42,❌ Unlikely to Get Loan
29,12.32,13.86,802,50,0,0,0,1,21.07,❌ Unlikely to Get Loan
34,15.49,1.81,595,74,0,0,1,2,17.59,❌ Unlikely to Get Loan
59,1.0,1.0,745,135,-1,1,1,1,18.29,❌ Unlikely to Get Loan
29,8.04,1.0,679,82,0,2,0,1,17.42,❌ Unlikely to Get Loan
27,13.87,12.06,765,147,0,1,1,0,17.75,❌ Unlikely to Get Loan
37,1.45,1.05,856,104,0,2,0,1,23.53,❌ Unlikely to Get Loan
24,12.49,5.63,600,164,0,1,0,2,12.35,❌ Unlikely to Get Loan
24,4.98,7.38,587,32,0,0,0,1,11.48,❌ Unlikely to Get Loan
45,15.61,4.39,739,201,0,5,1,1,16.32,❌ Unlikely to Get Loan
59,15.81,21.24,820,207,1,1,0,2,15.76,❌ Unlikely to Get Loan
33,22.64,31.99,668,89,1,1,1,2,7.56,❌ Unlikely to Get Loan
63,14.98,20.06,698,158,0,1,1,1,10.81,❌ Unlikely to Get Loan
60,3.28,2.4,560,65,0,1,1,2,10.66,❌ Unlikely to Get Loan
34,7.55,11.03,802,17,0,2,1,1,19.68,❌ Unlikely to Get Loan
58,1.73,1.0,706,109,0,2,1,0,15.9,❌ Unlikely to Get Loan
47,15.05,7.81,799,114,0,1,1,1,22.7,❌ Unlikely to Get Loan
31,8.24,2.45,729,79,-1,2,0,2,19.58,❌ Unlikely to Get Loan
27,12.16,3.85,683,172,1,1,0,0,16.57,❌ Unlikely to Get Loan
48,10.74,12.25,801,207,0,0,1,1,18.36,❌ Unlikely to Get Loan
36,1.7,1.0,717,207,1,3,0,2,14.08,❌ Unlikely to Get Loan
48,14.46,9.42,568,91,0,0,0,2,11.78,❌ Unlikely to Get Loan
51,18.83,17.78,786,218,0,1,1,1,16.49,❌ Unlikely to Get Loan
42,6.24,7.48,839,175,1,0,0,1,21.57,❌ Unlikely to Get Loan
29,9.5,4.78,627,143,0,2,0,1,12.35,❌ Unlikely to Get Loan
57,17.71,22.35,691,202,0,1,1,2,9.67,❌ Unlikely to Get Loan
51,6.14,5.22,900,146,0,2,1,1,24.46,❌ Unlikely to Get Loan
51,11.14,12.15,666,94,0,0,0,2,14.12,❌ Unlikely to Get Loan
41,15.48,16.58,595,17,0,0,1,2,11.39,❌ Unlikely to Get Loan
25,19.65,26.57,640,46,0,1,0,1,8.45,❌ Unlikely to Get Loan
39,13.29,16.61,671,101,0,2,1,1,10.8,❌ Unlikely to Get Loan
41,5.93,7.85,814,199,0,0,0,1,19.66,❌ Unlikely to Get Loan
50,14.21,14.82,657,28,1,0,0,2,14.57,❌ Unlikely to Get Loan
57,8.39,2.27,777,18,1,0,1,2,24.93,❌ Unlikely to Get Loan
33,11.22,3.57,735,112,1,2,1,1,19.42,❌ Unlikely to Get Loan
21,3.25,4.07,706,47,0,3,0,1,15.41,❌ Unlikely to Get Loan
26,5.0,4.89,701,179,0,2,1,0,13.62,❌ Unlikely to Get Loan
64,16.6,2.38,474,198,0,3,1,2,6.56,❌ Unlikely to Get Loan
39,13.91,4.5,750,91,0,2,0,2,21.22,❌ Unlikely to Get Loan
43,9.01,11.97,815,121,1,2,1,2,18.55,❌ Unlikely to Get Loan
50,5.25,4.67,640,226,0,1,1,1,10.98,❌ Unlikely to Get Loan
39,21.83,5.65,818,158,1,0,1,2,27.24,❌ Unlikely to Get Loan
34,16.03,2.85,658,38,0,0,1,1,20.84,❌ Unlikely to Get Loan
27,29.12,40.0,692,117,0,1,1,1,6.34,❌ Unlikely to Get Loan
65,5.49,2.82,725,146,1,1,1,1,17.57,❌ Unlikely to Get Loan
30,1.01,1.03,837,82,0,1,1,1,23.84,❌ Unlikely to Get Loan
52,14.95,8.37,508,37,0,1,1,1,9.4,❌ Unlikely to Get Loan
34,10.94,12.77,768,34,0,1,0,2,19.05,❌ Unlikely to Get Loan
60,10.43,14.31,731,45,0,1,0,0,15.58,❌ Unlikely to Get Loan
37,3.29,2.51,759,62,1,0,1,2,21.44,❌ Unlikely to Get Loan
59,12.21,16.72,689,73,1,1,1,1,12.6,❌ Unlikely to Get Loan
34,7.2,3.7,668,142,0,1,1,2,15.32,❌ Unlikely to Get Loan
22,4.26,4.48,900,54,0,0,0,1,27.76,❌ Unlikely to Get Loan
65,7.23,2.36,638,222,0,0,1,1,13.63,❌ Unlikely to Get Loan
33,1.0,1.0,702,210,0,1,0,2,14.94,❌ Unlikely to Get Loan
33,19.57,24.4,900,166,0,1,1,2,20.37,❌ Unlikely to Get Loan
61,11.25,15.87,795,24,1,3,1,1,17.03,❌ Unlikely to Get Loan
41,10.98,12.19,533,66,0,0,1,1,7.83,❌ Unlikely to Get Loan
47,22.25,7.09,585,175,1,1,1,0,13.45,❌ Unlikely to Get Loan
50,7.43,1.0,799,124,1,0,1,2,24.36,❌ Unlikely to Get Loan
51,3.26,1.0,708,153,0,0,0,2,17.92,❌ Unlikely to Get Loan
44,16.42,9.17,900,161,0,0,1,1,27.54,❌ Unlikely to Get Loan
48,3.09,1.75,719,156,0,1,1,1,16.91,❌ Unlikely to Get Loan
30,1.0,1.0,776,226,1,3,0,1,16.21,❌ Unlikely to Get Loan
49,16.75,24.81,739,204,0,0,0,1,11.15,❌ Unlikely to Get Loan
54,13.68,11.92,829,114,-1,0,1,2,22.88,❌ Unlikely to Get Loan
39,8.87,1.52,900,119,1,0,1,1,29.49,❌ Unlikely to Get Loan
37,1.95,2.04,732,102,0,0,0,1,18.93,❌ Unlikely to Get Loan
54,16.21,21.29,858,24,0,1,1,1,21.06,❌ Unlikely to Get Loan
34,8.14,3.74,776,89,0,2,1,1,20.82,❌ Unlikely to Get Loan
48,18.04,22.0,730,171,0,1,1,1,12.26,❌ Unlikely to Get Loan
31,16.38,21.96,707,177,1,0,1,0,11.16,❌ Unlikely to Get Loan
58,5.46,1.59,576,36,0,2,0,1,11.95,❌ Unlikely to Get Loan
60,1.55,1.05,881,65,0,2,1,1,25.51,❌ Unlikely to Get Loan
27,15.32,3.51,713,34,0,0,0,2,23.26,❌ Unlikely to Get Loan
38,14.85,1.93,602,146,0,0,1,2,16.31,❌ Unlikely to Get Loan
53,14.58,17.06,648,214,0,1,0,1,8.6,❌ Unlikely to Get Loan
31,11.84,2.54,592,13,1,4,1,2,13.29,❌ Unlikely to Get Loan
61,19.71,17.14,760,121,0,0,1,1,18.5,❌ Unlikely to Get Loan
40,37.45,29.31,851,228,0,1,1,1,20.14,❌ Unlikely to Get Loan
62,25.51,19.89,637,33,1,2,1,1,12.76,❌ Unlikely to Get Loan
59,14.08,19.01,589,124,1,0,1,2,7.34,❌ Unlikely to Get Loan
38,18.18,16.71,485,68,1,0,0,0,5.3,❌ Unlikely to Get Loan
62,10.12,14.57,591,211,1,1,1,1,5.53,❌ Unlikely to Get Loan
35,1.0,1.13,583,232,0,1,1,1,8.39,❌ Unlikely to Get Loan
55,24.28,18.68,886,199,0,0,1,2,24.3,❌ Unlikely to Get Loan
24,6.46,1.79,549,135,1,1,0,1,9.95,❌ Unlikely to Get Loan
58,1.43,1.32,751,40,1,0,0,2,21.31,❌ Unlikely to Get Loan
55,20.55,21.96,739,22,1,0,0,1,17.14,❌ Unlikely to Get Loan
59,31.13,40.0,691,228,0,1,1,1,4.81,❌ Unlikely to Get Loan
64,15.92,8.3,659,177,1,1,1,2,14.76,❌ Unlikely to Get Loan
63,10.16,15.21,880,100,0,2,1,2,20.97,❌ Unlikely to Get Loan
48,20.46,3.82,738,114,0,0,1,1,24.36,❌ Unlikely to Get Loan
58,14.77,5.91,561,135,0,1,1,2,11.55,❌ Unlikely to Get Loan
44,1.6,2.34,667,28,1,0,1,2,17.01,❌ Unlikely to Get Loan
26,3.85,2.61,688,41,0,0,1,2,18.54,❌ Unlikely to Get Loan
50,8.1,12.0,632,79,0,1,1,1,10.69,❌ Unlikely to Get Loan
54,15.04,22.33,705,62,1,1,1,2,12.03,❌ Unlikely to Get Loan
25,18.4,9.52,783,175,0,1,1,2,21.33,❌ Unlikely to Get Loan
31,8.96,6.84,717,43,0,2,1,1,17.52,❌ Unlikely to Get Loan
29,20.32,7.95,767,76,0,0,0,2,24.65,❌ Unlikely to Get Loan
33,23.49,29.46,756,74,0,0,1,2,14.7,❌ Unlikely to Get Loan
37,10.75,3.17,778,124,0,4,1,2,19.81,❌ Unlikely to Get Loan
63,1.0,1.0,851,127,0,1,1,0,23.4,❌ Unlikely to Get Loan
28,17.8,21.86,623,226,0,3,0,2,4.32,❌ Unlikely to Get Loan
47,26.44,31.5,531,191,0,0,0,1,1.07,❌ Unlikely to Get Loan
22,8.39,10.14,768,231,0,2,0,0,14.49,❌ Unlikely to Get Loan
39,25.42,9.94,900,189,0,0,0,1,29.62,❌ Unlikely to Get Loan
59,7.27,8.0,713,25,-1,0,1,1,18.34,❌ Unlikely to Get Loan
51,10.83,7.11,592,159,0,0,1,2,11.66,❌ Unlikely to Get Loan
63,21.95,22.29,745,123,0,3,1,1,13.21,❌ Unlikely to Get Loan
42,9.92,3.81,538,160,0,0,1,1,10.08,❌ Unlikely to Get Loan
31,1.02,1.41,713,80,1,2,1,2,16.79,❌ Unlikely to Get Loan
34,17.54,16.32,511,164,0,3,1,1,2.37,❌ Unlikely to Get Loan
36,1.9,2.21,639,103,1,1,0,1,13.24,❌ Unlikely to Get Loan
50,19.45,13.86,900,173,-1,1,0,1,25.12,❌ Unlikely to Get Loan
54,18.25,23.59,572,118,0,0,1,1,5.62,❌ Unlikely to Get Loan
34,23.85,15.25,747,129,0,2,0,1,18.22,❌ Unlikely to Get Loan
52,4.91,2.5,764,219,1,1,1,0,17.92,❌ Unlikely to Get Loan
55,5.04,7.44,600,196,1,1,1,1,8.06,❌ Unlikely to Get Loan
56,11.93,9.36,863,62,1,0,1,0,25.64,❌ Unlikely to Get Loan
46,8.63,5.1,644,73,1,1,1,1,14.9,❌ Unlikely to Get Loan
32,1.0,1.0,704,146,0,1,1,2,16.28,❌ Unlikely to Get Loan
28,9.7,12.16,694,205,1,1,0,1,11.82,❌ Unlikely to Get Loan
45,12.37,10.18,776,192,0,1,1,1,18.05,❌ Unlikely to Get Loan
43,16.08,13.36,900,140,0,2,0,1,23.89,❌ Unlikely to Get Loan
25,13.64,11.39,611,190,0,0,0,1,10.67,❌ Unlikely to Get Loan
33,10.33,8.1,736,224,0,2,1,1,14.93,❌ Unlikely to Get Loan
36,24.59,26.49,821,161,0,4,0,1,14.2,❌ Unlikely to Get Loan
51,9.24,11.71,596,81,1,0,0,2,10.41,❌ Unlikely to Get Loan
27,6.98,6.77,665,42,1,1,1,1,15.2,❌ Unlikely to Get Loan
59,10.38,5.7,789,145,0,1,1,1,21.06,❌ Unlikely to Get Loan
52,16.56,20.33,635,138,0,1,0,2,8.66,❌ Unlikely to Get Loan
59,8.22,2.01,650,44,0,2,1,2,16.45,❌ Unlikely to Get Loan
53,16.25,10.29,413,142,0,1,0,0,1.96,❌ Unlikely to Get Loan
50,16.35,20.52,620,206,0,0,0,2,7.4,❌ Unlikely to Get Loan
36,6.81,7.52,526,12,0,0,0,2,9.57,❌ Unlikely to Get Loan
58,8.19,11.92,697,209,0,0,1,2,12.67,❌ Unlikely to Get Loan
45,27.04,17.13,486,37,0,1,1,1,8.09,❌ Unlikely to Get Loan
65,12.98,12.88,656,215,-1,1,0,1,10.52,❌ Unlikely to Get Loan
52,1.0,1.21,715,221,0,1,0,0,14.79,❌ Unlikely to Get Loan
45,6.1,4.95,680,42,0,2,1,1,15.64,❌ Unlikely to Get Loan
56,16.82,8.65,764,60,0,1,1,2,22.35,❌ Unlikely to Get Loan
56,11.61,3.07,754,179,0,0,1,1,21.32,❌ Unlikely to Get Loan
60,12.0,4.93,548,204,0,0,0,2,10.03,❌ Unlikely to Get Loan
23,17.68,3.13,698,101,0,2,0,2,20.43,❌ Unlikely to Get Loan
65,5.6,2.65,487,114,1,0,0,1,7.37,❌ Unlikely to Get Loan
56,13.21,3.52,681,53,0,0,1,1,20.37,❌ Unlikely to Get Loan
63,10.53,1.55,615,40,0,2,1,2,15.78,❌ Unlikely to Get Loan
29,13.82,8.6,664,204,1,1,0,1,13.48,❌ Unlikely to Get Loan
38,9.09,7.02,668,89,0,2,1,0,13.96,❌ Unlikely to Get Loan
59,9.39,8.66,746,27,1,1,0,1,19.24,❌ Unlikely to Get Loan
53,15.68,19.58,694,153,0,1,1,1,11.2,❌ Unlikely to Get Loan
33,4.58,1.0,637,105,1,1,0,2,14.82,❌ Unlikely to Get Loan
32,7.29,1.82,490,117,-1,0,1,1,8.68,❌ Unlikely to Get Loan
23,24.74,16.41,763,174,0,0,0,1,19.76,❌ Unlikely to Get Loan
36,16.17,15.31,569,104,1,1,1,1,8.16,❌ Unlikely to Get Loan
52,19.0,7.55,538,152,0,0,0,0,11.15,❌ Unlikely to Get Loan
40,12.4,4.89,588,127,0,2,0,0,11.39,❌ Unlikely to Get Loan
55,13.18,1.91,784,214,1,0,1,2,23.41,❌ Unlikely to Get Loan
40,5.45,4.97,684,212,0,0,1,1,14.28,❌ Unlikely to Get Loan
50,14.13,12.55,758,192,1,1,1,1,16.52,❌ Unlikely to Get Loan
36,14.15,11.54,588,217,0,0,0,2,9.31,❌ Unlikely to Get Loan
60,18.74,26.45,674,65,0,1,1,0,9.27,❌ Unlikely to Get Loan
65,9.87,7.63,888,114,0,1,0,1,25.37,❌ Unlikely to Get Loan
57,11.88,14.56,666,179,-1,0,1,1,11.48,❌ Unlikely to Get Loan
53,33.32,20.77,593,184,0,1,1,2,11.17,❌ Unlikely to Get Loan
46,12.31,14.41,643,202,1,1,1,1,9.12,❌ Unlikely to Get Loan
36,5.37,6.72,750,133,1,1,1,1,17.17,❌ Unlikely to Get Loan
49,16.25,2.57,841,132,0,0,0,1,28.28,❌ Unlikely to Get Loan
55,13.24,3.55,458,14,0,1,1,1,9.13,❌ Unlikely to Get Loan
51,4.99,6.68,676,225,1,1,1,1,11.65,❌ Unlikely to Get Loan
47,15.35,11.87,637,86,0,2,0,1,12.35,❌ Unlikely to Get Loan
48,20.12,23.07,665,70,0,1,1,1,11.1,❌ Unlikely to Get Loan
46,6.66,6.39,608,34,0,0,1,2,13.74,❌ Unlikely to Get Loan
46,22.1,20.36,605,202,0,3,1,1,5.84,❌ Unlikely to Get Loan
38,6.86,1.82,576,118,1,1,1,1,11.73,❌ Unlikely to Get Loan
65,5.45,1.0,611,178,0,3,1,0,10.22,❌ Unlikely to Get Loan
65,13.06,12.32,678,33,-1,0,1,1,16.26,❌ Unlikely to Get Loan
25,17.86,26.36,682,199,0,0,0,1,8.09,❌ Unlikely to Get Loan
25,18.75,18.42,749,125,1,0,1,2,17.19,❌ Unlikely to Get Loan
50,14.52,16.42,714,134,1,1,1,1,13.65,❌ Unlikely to Get Loan
27,2.93,1.0,709,18,1,2,0,0,18.12,❌ Unlikely to Get Loan
29,4.91,6.71,780,33,0,0,1,1,21.36,❌ Unlikely to Get Loan
31,9.32,9.33,582,69,1,2,0,2,9.36,❌ Unlikely to Get Loan
49,16.36,18.33,635,49,0,0,1,1,11.98,❌ Unlikely to Get Loan
56,8.86,11.67,651,39,1,2,0,1,11.75,❌ Unlikely to Get Loan
55,19.88,20.47,687,123,1,0,1,0,13.01,❌ Unlikely to Get Loan
54,27.18,7.75,783,175,0,2,1,1,23.93,❌ Unlikely to Get Loan
59,4.52,4.05,717,217,1,0,0,1,15.81,❌ Unlikely to Get Loan
64,12.4,4.3,810,104,0,2,1,0,23.09,❌ Unlikely to Get Loan
46,16.67,20.66,853,127,1,1,0,2,19.49,❌ Unlikely to Get Loan
33,18.67,11.41,654,65,0,2,1,1,15.0,❌ Unlikely to Get Loan
39,13.76,3.36,525,93,0,2,0,2,10.54,❌ Unlikely to Get Loan
30,11.09,8.4,819,170,1,0,1,2,22.14,❌ Unlikely to Get Loan
31,1.0,1.0,677,59,0,0,1,1,17.26,❌ Unlikely to Get Loan
50,8.78,12.46,673,228,0,1,1,1,9.95,❌ Unlikely to Get Loan
56,16.87,3.77,763,41,-1,1,1,1,24.9,❌ Unlikely to Get Loan
