Age,Annual Income (LPA),Borrowed Amount (LPA),Credit Score,Loan Tenure (months),Employment Status,Existing Loans,Marital Status,Education Level,Repayment Probability
37,4.06,1.0,639,159,Self-Employed,1,Single,Graduate,0.115
47,7.61,3.28,622,232,Salaried,0,Single,Graduate,0.151
22,14.26,4.62,580,79,Unemployed,2,Single,Graduate,0.147
56,15.65,21.44,900,173,Salaried,1,Married,Graduate,0.229
39,17.59,6.2,842,53,Self-Employed,0,Single,Graduate,0.313
37,15.68,2.46,634,180,Self-Employed,2,Single,Graduate,0.178
25,12.06,11.13,873,201,Self-Employed,1,Single,Post-Graduate,0.233
59,6.91,4.04,753,156,Salaried,3,Married,Post-Graduate,0.165
38,15.21,10.16,747,23,Salaried,0,Married,Post-Graduate,0.31
27,26.84,7.16,628,79,Salaried,1,Single,Post-Graduate,0.262
37,20.16,23.13,648,52,Self-Employed,0,Single,Graduate,0.231
59,16.28,15.34,695,153,Salaried,1,Married,Graduate,0.126
56,20.24,12.34,503,15,Salaried,1,Single,Post-Graduate,0.088
60,9.03,3.07,651,137,Salaried,1,Married,Post-Graduate,0.079
65,7.93,7.38,700,237,Salaried,0,Married,Graduate,0.052
24,6.02,7.16,830,221,Salaried,2,Single,Graduate,0.166
58,11.0,5.91,638,88,Self-Employed,3,Married,High School,0.208
45,8.62,1.17,781,85,Self-Employed,0,Married,Graduate,0.295
25,21.67,8.67,493,153,Salaried,2,Single,Graduate,0.057
50,8.2,8.65,816,20,Self-Employed,0,Married,Graduate,0.26
32,5.58,8.28,609,182,Salaried,1,Single,Post-Graduate,0.033
24,27.54,3.27,713,159,Self-Employed,0,Single,Post-Graduate,0.279
44,8.39,4.44,740,12,Salaried,2,Single,Graduate,0.208
49,13.23,2.47,721,119,Self-Employed,1,Married,Graduate,0.273
29,15.61,8.47,689,104,Salaried,2,Single,Graduate,0.166
24,2.91,1.94,575,220,Salaried,0,Single,Graduate,0.0
44,21.88,30.4,611,83,Salaried,1,Single,Graduate,0.04
34,17.1,3.64,799,28,Salaried,0,Married,Graduate,0.274
25,24.47,29.07,640,224,Salaried,1,Single,Post-Graduate,0.045
38,6.57,4.3,689,100,Unemployed,0,Married,High School,0.078
62,12.79,15.81,550,31,Salaried,2,Married,Post-Graduate,0.169
39,12.31,10.08,785,70,Salaried,0,Married,Post-Graduate,0.225
32,14.11,2.19,568,228,Self-Employed,1,Married,Graduate,0.103
38,1.0,1.42,791,224,Salaried,2,Married,Graduate,0.149
37,12.89,2.78,593,152,Salaried,4,Married,Graduate,0.076
50,1.0,1.0,801,132,Salaried,2,Married,Post-Graduate,0.129
44,14.87,19.76,701,88,Self-Employed,1,Married,Post-Graduate,0.183
31,1.0,1.0,644,186,Self-Employed,4,Single,Graduate,0.093
55,1.0,1.0,860,61,Unemployed,1,Married,Graduate,0.261
43,18.55,23.26,693,105,Salaried,6,Married,Graduate,0.117
37,7.63,11.3,663,216,Salaried,0,Married,Graduate,0.083
21,4.1,4.57,790,179,Self-Employed,4,Married,Post-Graduate,0.226
35,22.17,10.86,551,146,Self-Employed,3,Married,Post-Graduate,0.063
52,14.62,15.78,447,66,Unemployed,1,Married,Post-Graduate,0.0
29,18.98,20.65,815,62,Salaried,2,Single,Graduate,0.169
35,10.67,11.52,616,87,Salaried,0,Single,High School,0.112
48,33.44,40.0,786,141,Salaried,0,Married,Post-Graduate,0.184
44,7.16,1.59,704,25,Salaried,2,Married,High School,0.207
55,25.96,6.54,583,117,Salaried,0,Married,Graduate,0.19
42,11.51,11.47,760,156,Salaried,1,Single,Graduate,0.108
47,1.0,1.44,658,88,Salaried,0,Single,Graduate,0.166
39,15.86,11.93,592,140,Self-Employed,0,Married,Graduate,0.03
65,14.52,20.98,594,130,Salaried,1,Single,Graduate,0.021
32,3.59,5.07,526,122,Salaried,0,Married,Graduate,0.077
40,4.62,6.3,740,12,Unemployed,1,Single,Graduate,0.128
21,11.8,16.21,606,122,Salaried,1,Single,Graduate,0.192
41,14.8,20.09,696,37,Salaried,1,Married,High School,0.105
65,1.0,1.25,681,127,Self-Employed,1,Married,Post-Graduate,0.211
21,20.42,21.91,605,185,Salaried,3,Single,Graduate,0.087
30,8.04,1.08,547,24,Self-Employed,2,Single,Graduate,0.157
52,1.35,1.0,900,45,Salaried,0,Married,Graduate,0.315
59,19.53,5.62,695,73,Salaried,1,Married,Post-Graduate,0.162
42,11.81,1.57,882,84,Self-Employed,1,Married,Graduate,0.324
38,21.73,5.72,816,62,Self-Employed,1,Married,Graduate,0.275
52,15.5,21.51,667,222,Self-Employed,1,Married,Graduate,0.0
47,11.99,12.34,718,226,Salaried,1,Married,Graduate,0.162
48,10.78,5.79,715,52,Salaried,0,Single,Post-Graduate,0.196
38,15.86,19.2,884,66,Salaried,3,Married,Graduate,0.119
59,8.69,6.81,782,167,Salaried,3,Single,High School,0.287
49,5.18,1.55,619,105,Salaried,4,Married,Graduate,0.197
38,16.88,22.59,735,200,Salaried,1,Married,Graduate,0.13
64,10.84,6.22,780,146,Salaried,0,Married,Post-Graduate,0.234
28,12.27,13.23,582,217,Salaried,2,Married,Graduate,0.059
51,20.72,10.5,749,13,Salaried,2,Married,Graduate,0.108
54,11.09,8.87,834,215,Self-Employed,0,Married,Graduate,0.241
27,12.12,15.06,614,13,Salaried,1,Single,High School,0.127
56,7.2,2.3,628,167,Salaried,1,Single,Graduate,0.154
38,15.45,22.68,816,65,Salaried,3,Married,Post-Graduate,0.12
58,14.8,2.93,664,231,Self-Employed,1,Married,Graduate,0.15
29,19.21,16.28,601,215,Self-Employed,0,Single,Post-Graduate,0.102
29,7.37,10.19,788,105,Unemployed,1,Single,Graduate,0.178
28,8.34,11.88,757,69,Self-Employed,2,Married,Graduate,0.162
55,18.34,7.79,709,186,Salaried,0,Married,Graduate,0.206
38,14.02,4.23,812,72,Salaried,2,Married,Post-Graduate,0.263
25,4.75,5.29,819,115,Self-Employed,0,Married,Post-Graduate,0.236
34,22.45,3.56,691,179,Salaried,0,Married,Post-Graduate,0.236
48,1.0,1.0,897,225,Salaried,0,Married,Graduate,0.198
50,18.27,22.2,858,29,Self-Employed,4,Married,Graduate,0.157
24,1.88,1.66,501,153,Salaried,2,Married,Graduate,0.0
59,27.09,9.84,596,36,Unemployed,0,Married,Graduate,0.147
40,1.0,1.0,474,149,Salaried,0,Single,Post-Graduate,0.05
45,21.22,29.49,667,111,Self-Employed,1,Single,Graduate,0.025
48,11.35,10.94,578,59,Unemployed,1,Married,Graduate,0.202
32,9.07,10.07,618,187,Self-Employed,0,Married,Post-Graduate,0.182
22,13.48,7.69,809,200,Salaried,0,Single,Post-Graduate,0.154
63,17.06,6.21,524,64,Self-Employed,0,Married,Post-Graduate,0.126
34,4.76,2.18,712,148,Salaried,0,Married,Graduate,0.264
42,5.47,4.63,712,150,Salaried,4,Married,Graduate,0.096
51,17.2,8.47,691,38,Self-Employed,4,Married,Post-Graduate,0.198
43,1.0,1.0,713,70,Salaried,0,Married,Graduate,0.268
40,7.33,8.0,476,197,Salaried,0,Married,Graduate,0.051
58,36.33,40.0,619,152,Salaried,1,Single,Graduate,0.095
24,4.26,1.41,854,204,Self-Employed,1,Single,Graduate,0.166
35,21.18,24.37,580,150,Salaried,0,Single,Graduate,0.031
44,7.31,7.62,866,68,Self-Employed,1,Married,High School,0.242
45,16.07,1.88,559,206,Salaried,0,Married,Graduate,0.124
21,17.23,3.14,547,205,Salaried,0,Single,Post-Graduate,0.175
27,21.03,21.13,604,121,Unemployed,3,Single,Graduate,0.078
51,10.4,6.63,812,117,Salaried,2,Married,Post-Graduate,0.217
32,27.91,8.5,645,35,Salaried,0,Married,Graduate,0.117
62,7.29,1.18,734,223,Salaried,3,Single,High School,0.15
25,13.87,4.48,707,188,Self-Employed,0,Married,Post-Graduate,0.128
64,13.96,20.11,694,179,Self-Employed,1,Single,Graduate,0.059
62,3.02,3.38,827,90,Self-Employed,0,Married,Graduate,0.215
58,9.71,8.14,777,209,Salaried,0,Married,Post-Graduate,0.219
32,13.29,18.85,585,95,Salaried,1,Single,Post-Graduate,0.062
59,8.54,8.26,672,225,Self-Employed,0,Married,Graduate,0.202
38,31.53,35.18,874,13,Self-Employed,3,Married,High School,0.222
22,5.29,2.62,731,193,Self-Employed,3,Married,High School,0.131
30,21.44,19.82,549,154,Self-Employed,0,Single,Graduate,0.0
35,18.85,5.67,556,59,Salaried,1,Married,Post-Graduate,0.131
50,11.89,7.92,789,109,Salaried,3,Married,Post-Graduate,0.243
64,5.08,1.0,770,193,Self-Employed,0,Single,Graduate,0.164
37,5.85,2.36,607,57,Salaried,0,Married,High School,0.125
24,7.86,1.61,774,196,Salaried,2,Single,Graduate,0.158
27,1.0,1.0,859,194,Salaried,0,Single,Post-Graduate,0.244
61,3.97,5.08,845,199,Salaried,0,Single,Graduate,0.192
51,1.0,1.0,860,106,Salaried,1,Single,Post-Graduate,0.218
59,22.77,28.79,755,169,Salaried,0,Married,Post-Graduate,0.118
54,16.95,17.27,682,167,Self-Employed,0,Married,Post-Graduate,0.125
26,18.29,14.88,659,191,Salaried,1,Single,Post-Graduate,0.141
58,16.71,7.21,698,108,Self-Employed,0,Married,Post-Graduate,0.194
65,13.34,18.56,612,180,Self-Employed,0,Married,Graduate,0.138
54,23.69,4.17,664,124,Salaried,2,Single,Graduate,0.185
64,7.11,7.57,827,32,Salaried,0,Married,Post-Graduate,0.152
35,12.85,12.46,539,98,Salaried,1,Single,Post-Graduate,0.052
34,17.98,12.9,545,53,Salaried,0,Married,Post-Graduate,0.077
26,1.43,1.0,783,24,Salaried,3,Single,Graduate,0.231
57,36.77,25.85,664,56,Salaried,0,Single,Graduate,0.184
52,12.23,16.17,507,101,Self-Employed,1,Married,Graduate,0.048
23,13.14,16.71,693,193,Unemployed,0,Single,Graduate,0.153
23,22.06,31.28,679,158,Salaried,1,Single,Graduate,0.093
42,19.32,10.26,656,166,Salaried,0,Single,Post-Graduate,0.212
42,12.3,7.9,768,179,Self-Employed,1,Married,Graduate,0.22
30,13.04,1.65,566,146,Self-Employed,2,Single,Graduate,0.122
23,1.0,1.42,701,36,Salaried,4,Married,Post-Graduate,0.205
32,7.55,4.24,678,188,Unemployed,1,Single,Post-Graduate,0.167
49,16.14,10.75,703,115,Salaried,1,Single,Post-Graduate,0.194
37,15.55,21.32,526,175,Self-Employed,0,Married,Graduate,0.0
27,21.77,18.23,647,82,Self-Employed,0,Married,Graduate,0.093
33,11.04,9.85,701,130,Salaried,1,Single,Post-Graduate,0.138
22,1.0,1.0,754,95,Salaried,2,Married,Post-Graduate,0.233
24,20.45,16.32,884,163,Salaried,1,Single,Graduate,0.228
30,23.49,32.55,780,200,Salaried,1,Single,Graduate,0.079
59,19.19,16.93,746,103,Salaried,2,Married,Graduate,0.133
44,10.69,4.89,827,124,Salaried,3,Married,Graduate,0.28
37,20.36,2.92,669,80,Salaried,2,Single,High School,0.126
26,39.43,22.51,855,63,Salaried,2,Single,Graduate,0.204
39,12.92,11.65,811,175,Salaried,1,Married,Graduate,0.142
25,1.51,1.0,655,234,Self-Employed,1,Single,High School,0.09
52,7.31,6.97,892,190,Salaried,2,Married,High School,0.253
30,17.0,14.16,744,44,Self-Employed,1,Single,Graduate,0.16
29,1.0,1.2,900,64,Self-Employed,1,Married,Graduate,0.201
47,13.36,1.88,730,227,Salaried,0,Married,Post-Graduate,0.24
33,15.04,17.95,643,213,Salaried,2,Married,Graduate,0.091
39,24.28,20.13,623,49,Self-Employed,2,Married,Post-Graduate,0.18
41,22.48,13.91,664,183,Salaried,0,Single,Graduate,0.266
44,18.92,27.46,642,16,Self-Employed,3,Single,Graduate,0.041
58,1.0,1.0,827,129,Salaried,0,Married,Post-Graduate,0.289
24,19.37,16.62,697,42,Self-Employed,3,Single,Post-Graduate,0.098
44,17.64,9.69,538,148,Self-Employed,1,Married,High School,0.105
55,14.05,11.78,721,43,Salaried,2,Single,Post-Graduate,0.093
23,1.0,1.0,712,180,Salaried,0,Single,Graduate,0.171
24,5.79,1.3,653,16,Salaried,1,Single,Graduate,0.237
57,2.67,2.74,726,190,Salaried,1,Married,Graduate,0.269
60,1.0,1.0,695,65,Salaried,1,Single,Graduate,0.178
55,11.98,14.1,763,230,Salaried,2,Single,Graduate,0.082
51,5.62,1.28,757,39,Self-Employed,2,Married,Graduate,0.275
64,33.0,17.03,736,182,Salaried,3,Married,Graduate,0.219
45,10.65,10.76,570,23,Self-Employed,1,Single,Graduate,0.118
60,22.35,6.51,900,208,Salaried,0,Single,Graduate,0.276
33,1.0,1.05,544,211,Salaried,1,Single,Graduate,0.022
24,7.76,1.42,687,28,Unemployed,1,Single,Post-Graduate,0.204
34,12.78,7.27,590,19,Salaried,0,Married,Post-Graduate,0.171
33,4.73,6.08,739,237,Salaried,0,Single,Post-Graduate,0.146
47,8.62,10.21,713,226,Salaried,2,Married,Post-Graduate,0.133
26,10.26,10.29,683,29,Salaried,2,Single,Graduate,0.154
37,10.13,13.36,851,128,Salaried,2,Married,Graduate,0.281
56,26.84,29.34,810,21,Salaried,1,Married,Post-Graduate,0.226
60,15.03,12.43,667,50,Salaried,2,Married,Graduate,0.238
55,15.84,23.31,780,52,Salaried,0,Single,Post-Graduate,0.123
37,16.32,17.51,856,119,Self-Employed,1,Married,Graduate,0.243
61,16.9,15.92,810,55,Self-Employed,1,Single,Graduate,0.211
22,11.34,7.63,686,208,Salaried,0,Single,Post-Graduate,0.172
33,9.43,12.86,540,54,Salaried,0,Married,Graduate,0.054
22,13.33,6.85,732,220,Salaried,0,Single,Graduate,0.135
48,21.25,2.4,766,186,Salaried,1,Married,Graduate,0.192
63,21.01,7.89,623,214,Self-Employed,4,Single,Graduate,0.163
46,10.08,2.55,702,122,Self-Employed,0,Married,Graduate,0.174
42,18.14,9.92,691,187,Salaried,1,Married,Graduate,0.175
63,10.44,13.12,838,30,Salaried,1,Single,Graduate,0.128
23,12.27,12.42,885,32,Salaried,0,Single,Graduate,0.235
55,8.21,2.76,817,14,Self-Employed,1,Married,Graduate,0.273
32,10.55,12.71,691,115,Self-Employed,1,Married,Graduate,0.108
44,22.73,18.32,814,67,Salaried,0,Married,Post-Graduate,0.196
25,12.74,10.42,764,138,Salaried,0,Single,Post-Graduate,0.23
40,13.08,7.94,692,182,Salaried,0,Married,Graduate,0.152
59,1.0,1.31,900,140,Self-Employed,1,Single,Graduate,0.27
59,9.53,5.2,626,99,Salaried,1,Married,Post-Graduate,0.134
33,10.07,2.33,760,47,Salaried,0,Married,Graduate,0.282
61,5.37,2.81,783,17,Salaried,0,Married,Post-Graduate,0.176
65,12.17,13.41,671,85,Salaried,2,Married,Graduate,0.178
32,8.57,8.75,755,57,Salaried,0,Married,Graduate,0.231
33,12.64,4.59,794,237,Self-Employed,2,Married,Graduate,0.221
30,12.97,3.33,724,227,Salaried,1,Married,High School,0.213
53,4.35,4.46,747,162,Self-Employed,2,Married,Post-Graduate,0.113
60,8.81,9.22,710,31,Self-Employed,4,Married,Graduate,0.156
36,12.62,7.73,779,192,Salaried,1,Married,Graduate,0.213
65,21.47,27.48,677,177,Self-Employed,0,Single,Graduate,0.053
55,14.05,20.65,668,46,Salaried,0,Married,Graduate,0.153
23,6.7,2.6,702,173,Salaried,0,Married,Graduate,0.176
25,15.19,13.79,818,189,Unemployed,1,Married,Post-Graduate,0.257
46,25.66,2.76,525,58,Salaried,0,Married,Post-Graduate,0.207
31,19.33,21.23,609,47,Salaried,0,Married,Graduate,0.137
27,16.38,11.14,900,27,Salaried,2,Single,Graduate,0.248
30,17.8,6.6,727,226,Salaried,1,Single,Graduate,0.259
62,23.52,27.12,659,119,Salaried,1,Married,Post-Graduate,0.095
54,20.61,25.45,779,188,Salaried,1,Married,Graduate,0.124
23,16.53,4.23,621,76,Salaried,0,Single,Graduate,0.223
28,20.55,3.23,489,74,Self-Employed,1,Single,Graduate,0.096
51,3.35,1.9,735,63,Self-Employed,0,Single,Post-Graduate,0.283
31,1.0,1.0,626,84,Salaried,1,Married,Graduate,0.252
65,13.26,16.06,710,215,Salaried,0,Married,High School,0.053
27,12.55,10.85,732,71,Salaried,2,Single,Post-Graduate,0.26
65,7.65,6.98,714,112,Salaried,1,Married,Post-Graduate,0.174
22,18.61,22.7,529,28,Salaried,1,Single,Graduate,0.001
26,1.0,1.0,702,206,Self-Employed,2,Single,High School,0.076
61,7.72,7.38,744,49,Salaried,0,Married,Post-Graduate,0.084
52,8.12,6.68,559,40,Salaried,0,Married,Post-Graduate,0.062
40,1.0,1.33,548,42,Unemployed,2,Married,Graduate,0.107
54,23.96,10.3,593,238,Self-Employed,2,Married,Post-Graduate,0.065
36,1.13,1.0,774,198,Salaried,0,Married,Graduate,0.146
45,7.29,2.03,500,65,Salaried,0,Married,Graduate,0.061
32,19.26,24.02,782,113,Unemployed,2,Single,Post-Graduate,0.129
27,17.17,11.62,739,192,Salaried,3,Single,Graduate,0.125
59,3.13,1.84,674,37,Salaried,1,Single,Graduate,0.137
37,17.46,25.73,551,152,Salaried,3,Married,Post-Graduate,0.047
65,14.32,20.01,620,196,Salaried,2,Married,Graduate,0.108
31,30.66,40.0,778,30,Salaried,2,Married,Graduate,0.0
26,15.23,4.56,825,235,Self-Employed,0,Single,Graduate,0.24
43,10.87,14.65,596,122,Salaried,1,Single,High School,0.076
47,5.15,2.88,814,38,Self-Employed,1,Married,Graduate,0.148
26,6.05,1.0,768,24,Salaried,3,Single,Graduate,0.196
58,5.39,3.49,699,63,Salaried,0,Married,Graduate,0.172
22,22.97,18.67,626,109,Self-Employed,0,Single,Graduate,0.153
42,12.14,3.05,641,203,Unemployed,2,Married,Graduate,0.103
40,16.52,14.09,882,197,Self-Employed,1,Married,Post-Graduate,0.167
45,24.11,30.07,717,30,Salaried,1,Single,Graduate,0.197
35,1.0,1.0,832,94,Salaried,1,Married,Post-Graduate,0.219
49,22.23,13.2,724,14,Self-Employed,2,Married,Graduate,0.176
28,12.44,7.14,654,78,Salaried,0,Married,Post-Graduate,0.087
57,15.48,21.55,758,37,Self-Employed,0,Married,Post-Graduate,0.146
53,5.37,1.0,900,17,Unemployed,0,Single,Graduate,0.327
42,5.96,4.31,635,152,Salaried,3,Single,Post-Graduate,0.097
25,15.91,7.48,791,38,Self-Employed,1,Married,Post-Graduate,0.19
59,31.08,40.0,719,116,Salaried,2,Single,Post-Graduate,0.051
38,20.03,4.7,555,99,Self-Employed,1,Married,Post-Graduate,0.125
58,22.12,14.95,552,21,Self-Employed,1,Single,High School,0.105
57,10.46,7.0,654,27,Salaried,1,Married,Graduate,0.235
50,7.2,9.68,734,34,Self-Employed,0,Married,Post-Graduate,0.224
51,5.75,2.31,787,58,Self-Employed,4,Married,High School,0.257
30,8.09,8.11,542,23,Salaried,1,Single,Graduate,0.0
35,1.0,1.0,765,167,Unemployed,0,Married,Graduate,0.182
62,6.2,8.9,688,88,Salaried,4,Married,Graduate,0.129
64,7.52,7.0,700,29,Unemployed,0,Married,Graduate,0.159
38,10.6,10.35,758,69,Salaried,1,Single,Graduate,0.153
43,13.05,9.23,874,141,Salaried,0,Married,Graduate,0.275
53,14.9,8.63,730,185,Salaried,1,Married,Graduate,0.158
36,11.88,4.73,564,156,Salaried,2,Single,Graduate,0.088
58,7.35,6.95,681,98,Self-Employed,1,Single,Post-Graduate,0.18
55,1.0,1.44,785,75,Salaried,0,Married,Graduate,0.358
54,7.4,4.47,788,98,Unemployed,0,Single,Graduate,0.218
48,4.22,5.64,766,204,Salaried,0,Married,Graduate,0.212
22,15.73,4.85,648,65,Salaried,2,Single,Graduate,0.216
50,19.27,27.18,563,182,Self-Employed,2,Single,Graduate,0.062
33,19.51,11.52,758,89,Self-Employed,1,Married,Graduate,0.183
61,18.06,11.41,578,215,Self-Employed,1,Married,Graduate,0.114
36,10.93,8.18,769,194,Salaried,0,Married,Graduate,0.207
25,7.82,8.65,769,25,Self-Employed,1,Single,Graduate,0.183
48,6.02,6.67,653,183,Salaried,2,Single,Graduate,0.093
59,1.0,1.0,688,49,Unemployed,4,Married,Graduate,0.148
65,19.93,16.59,719,197,Self-Employed,1,Married,Graduate,0.094
40,10.6,1.51,638,116,Self-Employed,1,Single,Post-Graduate,0.17
44,2.03,1.07,561,188,Self-Employed,1,Single,Post-Graduate,0.09
47,5.39,3.15,696,27,Salaried,0,Single,Post-Graduate,0.148
50,5.06,4.46,706,237,Self-Employed,1,Single,Graduate,0.121
65,12.34,10.88,836,93,Salaried,0,Married,Post-Graduate,0.276
47,20.54,22.47,621,85,Salaried,0,Single,Graduate,0.042
46,9.22,10.18,806,222,Salaried,0,Single,High School,0.243
27,1.0,1.0,585,41,Salaried,1,Single,Graduate,0.175
62,10.49,12.36,565,79,Self-Employed,2,Single,Graduate,0.081
58,10.75,1.37,669,82,Salaried,0,Single,Graduate,0.231
25,10.2,11.25,605,91,Self-Employed,1,Married,Graduate,0.113
43,6.98,1.7,564,126,Self-Employed,0,Single,Graduate,0.072
48,13.74,15.41,894,48,Salaried,2,Married,Post-Graduate,0.202
54,12.53,10.5,654,208,Salaried,1,Single,Post-Graduate,0.103
35,11.8,8.4,900,66,Salaried,0,Single,Graduate,0.325
52,15.3,16.32,600,178,Salaried,1,Single,Graduate,0.023
46,8.56,1.29,529,196,Salaried,1,Married,Graduate,0.15
51,8.11,3.35,829,188,Salaried,2,Single,Post-Graduate,0.148
39,23.04,22.19,627,108,Self-Employed,1,Married,Graduate,0.106
29,16.47,21.18,713,202,Salaried,1,Single,High School,0.145
49,18.62,11.8,564,110,Salaried,0,Married,Post-Graduate,0.105
59,21.81,10.08,696,123,Unemployed,1,Married,Graduate,0.204
24,16.21,13.39,562,129,Unemployed,0,Married,Post-Graduate,0.0
23,19.43,18.87,692,173,Self-Employed,2,Single,Graduate,0.125
49,1.0,1.0,652,68,Salaried,3,Married,High School,0.083
31,13.63,18.09,723,108,Self-Employed,0,Married,Post-Graduate,0.051
53,10.54,8.78,762,73,Salaried,1,Single,Graduate,0.16
58,25.42,3.82,724,50,Salaried,1,Single,Graduate,0.354
31,19.42,8.01,745,85,Salaried,3,Married,Graduate,0.238
47,6.96,5.09,689,78,Salaried,0,Single,Graduate,0.229
53,14.98,16.13,656,201,Unemployed,2,Married,Graduate,0.137
41,13.34,5.44,747,40,Self-Employed,1,Married,Graduate,0.193
59,15.63,22.93,688,238,Salaried,0,Single,Post-Graduate,0.113
51,3.85,2.1,692,42,Salaried,0,Married,Graduate,0.258
58,14.88,12.58,739,71,Salaried,0,Married,Post-Graduate,0.193
22,10.17,1.29,596,50,Self-Employed,1,Married,Graduate,0.087
47,14.26,19.09,842,218,Salaried,0,Single,Graduate,0.159
56,6.2,7.47,675,12,Salaried,1,Married,Graduate,0.156
31,7.32,2.74,712,67,Salaried,0,Married,Graduate,0.258
38,21.39,30.09,695,222,Salaried,2,Married,Graduate,0.0
21,3.59,1.95,765,112,Unemployed,1,Married,Graduate,0.204
55,4.18,4.47,733,197,Unemployed,0,Single,Post-Graduate,0.154
55,11.59,14.45,695,102,Salaried,0,Single,Graduate,0.162
51,5.82,6.62,844,160,Salaried,0,Married,Graduate,0.226
48,4.92,6.81,379,193,Salaried,0,Married,Post-Graduate,0.001
59,12.84,16.82,824,210,Self-Employed,1,Married,Graduate,0.164
21,1.0,1.49,792,182,Salaried,1,Single,Graduate,0.16
45,3.94,1.4,516,236,Salaried,1,Married,Graduate,0.033
63,28.43,14.97,792,193,Salaried,1,Single,Graduate,0.219
58,15.68,15.53,805,141,Salaried,1,Single,Post-Graduate,0.13
40,6.03,6.79,756,153,Self-Employed,1,Married,Post-Graduate,0.208
23,15.35,13.02,544,117,Salaried,1,Single,Graduate,0.094
22,16.54,3.37,768,142,Salaried,1,Married,Post-Graduate,0.187
38,19.96,25.51,800,153,Self-Employed,0,Single,Graduate,0.169
64,10.98,15.87,642,16,Self-Employed,1,Married,Graduate,0.127
30,19.81,13.23,744,92,Salaried,1,Single,Graduate,0.203
25,1.0,1.0,664,178,Salaried,0,Single,Post-Graduate,0.041
29,3.55,1.0,788,140,Self-Employed,2,Single,High School,0.275
22,13.31,5.75,668,131,Salaried,1,Single,Graduate,0.249
54,14.64,15.81,641,54,Self-Employed,2,Married,Graduate,0.06
58,4.71,6.48,696,103,Salaried,1,Single,Post-Graduate,0.119
51,14.08,3.25,565,198,Salaried,0,Married,Graduate,0.181
30,7.01,6.13,686,89,Salaried,1,Single,Post-Graduate,0.234
32,9.78,10.5,736,220,Salaried,1,Single,Graduate,0.109
56,20.2,9.84,786,26,Salaried,1,Married,Graduate,0.272
41,19.27,17.3,724,57,Self-Employed,1,Single,Graduate,0.18
26,4.02,4.43,556,18,Salaried,0,Single,High School,0.081
23,3.54,4.51,835,181,Self-Employed,0,Married,Graduate,0.284
30,8.71,6.39,843,126,Self-Employed,2,Single,Graduate,0.186
25,11.79,13.52,711,18,Salaried,1,Single,Post-Graduate,0.16
46,6.74,3.52,624,186,Self-Employed,2,Single,Graduate,0.033
41,20.33,8.1,646,99,Self-Employed,2,Married,Post-Graduate,0.134
65,14.78,5.35,679,101,Salaried,4,Single,Graduate,0.176
46,15.25,9.19,727,217,Salaried,0,Single,High School,0.258
58,1.87,1.0,669,30,Unemployed,1,Married,Graduate,0.178
64,21.34,10.59,614,64,Self-Employed,2,Single,Graduate,0.173
46,1.0,1.01,802,101,Self-Employed,0,Married,Graduate,0.26
28,18.67,18.8,725,27,Self-Employed,0,Single,Post-Graduate,0.203
25,19.47,3.95,594,237,Self-Employed,2,Single,Graduate,0.099
35,8.54,4.29,729,73,Salaried,1,Married,Graduate,0.168
36,22.18,19.9,716,205,Unemployed,0,Married,Post-Graduate,0.0
21,11.5,6.28,628,76,Self-Employed,2,Single,Graduate,0.143
36,12.5,8.56,819,123,Self-Employed,1,Married,Post-Graduate,0.219
57,14.72,16.16,713,190,Salaried,2,Married,Graduate,0.145
23,37.49,4.24,678,47,Unemployed,2,Single,Post-Graduate,0.325
51,22.76,11.08,691,174,Self-Employed,1,Married,Graduate,0.154
33,17.61,5.27,744,35,Self-Employed,1,Married,Post-Graduate,0.284
36,4.7,1.31,692,80,Salaried,2,Married,Graduate,0.136
63,13.15,18.97,691,130,Self-Employed,0,Single,Graduate,0.09
41,5.5,3.45,806,168,Salaried,0,Married,Graduate,0.146
22,18.58,15.57,558,140,Self-Employed,2,Single,Graduate,0.061
47,13.12,14.79,574,196,Salaried,0,Married,Graduate,0.109
58,3.0,1.0,777,134,Salaried,1,Married,Post-Graduate,0.197
46,12.65,5.53,900,148,Salaried,0,Married,Post-Graduate,0.316
58,5.2,6.58,787,111,Salaried,1,Married,Graduate,0.203
45,13.21,17.26,886,219,Self-Employed,2,Married,Graduate,0.173
31,5.13,3.19,656,26,Salaried,0,Single,Post-Graduate,0.215
28,12.22,7.64,636,85,Salaried,3,Married,Post-Graduate,0.081
28,18.0,20.87,745,240,Self-Employed,1,Single,Graduate,0.138
53,11.58,5.94,795,155,Self-Employed,2,Single,Post-Graduate,0.207
27,8.87,2.34,568,187,Unemployed,0,Married,Graduate,0.159
58,13.63,6.28,678,47,Salaried,0,Married,Post-Graduate,0.185
41,17.58,11.29,697,64,Self-Employed,1,Single,Graduate,0.142
28,3.14,1.0,632,90,Salaried,0,Married,Post-Graduate,0.175
41,14.09,10.85,643,142,Self-Employed,1,Married,Post-Graduate,0.17
40,22.54,25.61,784,158,Self-Employed,1,Married,Graduate,0.215
28,16.59,13.59,746,52,Self-Employed,2,Single,Graduate,0.178
51,12.46,2.5,779,48,Salaried,1,Married,Graduate,0.269
49,17.12,12.26,733,198,Unemployed,2,Single,Graduate,0.239
29,15.62,17.06,612,206,Unemployed,4,Single,Graduate,0.063
35,18.03,3.27,742,147,Salaried,0,Married,Graduate,0.312
